Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Predicted_SalePrice
694,30,3,5400,1,3,3,0,0,2,17,2,2,0,2,5,6,1921,1968,1,1,8,8,3,4,0,0,0,1073,1073,1,0,1,1073,0,0,1073,0,0,1,0,2,1,3,4,6,0,1,326,2,0,0,112,0,0,0,0,12,2006,8,0,119539.25
695,50,4,6120,1,3,3,0,0,0,3,2,2,0,0,5,6,1936,1950,1,1,13,14,3,1,0,0,0,927,927,1,4,1,1067,472,0,1539,0,0,1,1,3,1,3,5,6,0,2,576,2,112,0,0,0,0,0,0,4,2009,8,4,140380.51
696,20,3,13811,1,0,3,0,4,0,23,2,2,0,2,6,6,1987,1987,1,1,6,6,3,4,1,980,40,92,1112,1,2,1,1137,0,0,1137,1,0,2,0,2,1,2,5,6,1,2,551,2,125,0,0,0,0,0,0,7,2006,8,4,159374.74
697,30,4,6000,1,3,3,0,4,0,3,2,2,0,2,5,7,1921,1950,1,1,13,15,3,4,1,616,0,0,616,1,2,1,616,0,0,616,0,0,1,0,2,1,3,4,6,0,1,205,2,0,0,129,0,0,0,0,6,2006,8,4,96622.5
698,20,3,6420,1,0,3,0,4,0,7,2,2,0,2,5,7,1952,1952,1,1,13,14,3,4,2,210,551,219,980,1,1,1,1148,0,0,1148,0,1,1,0,2,1,3,6,6,0,1,308,2,0,0,0,0,0,0,0,9,2006,8,4,124184.5
699,20,3,8450,1,3,3,0,4,0,19,5,2,0,2,5,8,1965,2009,1,1,8,8,3,2,1,553,117,224,894,1,0,1,894,0,0,894,1,0,1,0,3,1,3,5,6,1,1,336,2,416,144,0,0,0,0,0,4,2010,8,4,137006.0
700,120,1,4282,1,1,3,0,4,0,21,2,2,4,2,7,5,2004,2004,1,1,8,8,2,4,2,16,0,1375,1391,1,0,1,1391,0,0,1391,0,0,2,0,2,1,2,5,6,0,2,530,2,156,158,0,0,0,0,0,7,2008,8,4,194920.82
701,20,3,14331,1,3,3,0,4,0,23,2,2,0,2,8,5,2002,2002,3,1,12,13,2,4,2,1274,0,526,1800,1,0,1,1800,0,0,1800,1,0,2,0,3,1,2,7,6,1,3,765,2,270,78,0,0,0,0,0,5,2006,8,4,316937.11
702,20,3,9600,1,3,3,0,4,0,14,2,2,0,2,7,5,1969,1969,3,1,6,6,3,4,1,0,0,1164,1164,1,4,1,1164,0,0,1164,0,0,1,1,3,1,3,6,6,0,2,528,2,0,0,0,0,0,0,0,7,2006,0,4,147382.9
703,60,3,12438,1,0,3,0,4,0,22,2,2,0,5,8,5,2006,2006,3,1,12,13,0,4,2,0,0,1234,1234,1,0,1,1264,1312,0,2576,0,0,2,1,4,1,0,10,6,1,3,666,2,324,100,0,0,0,0,0,7,2006,6,5,340926.98
704,190,4,7630,1,3,3,0,4,0,17,1,2,1,5,5,9,1900,1996,1,1,13,14,3,2,0,0,0,360,360,1,2,1,1032,780,0,1812,0,0,2,0,4,2,2,8,6,1,2,672,0,344,0,40,0,0,0,0,5,2010,8,4,140938.21
705,20,3,8400,1,3,3,0,4,0,5,2,2,0,2,7,5,2004,2005,1,1,12,13,2,4,2,712,0,761,1473,1,0,1,1484,0,0,1484,1,0,2,0,3,1,2,7,6,0,2,606,2,0,35,0,144,0,0,0,5,2010,8,4,211642.15
706,190,4,5600,1,3,3,0,4,0,9,2,2,1,5,4,5,1930,1950,3,1,12,15,1,1,3,0,0,0,0,1,1,0,372,720,0,1092,0,0,2,0,3,2,1,7,4,0,0,0,0,0,0,0,0,0,0,3500,7,2010,8,4,65855.5
707,20,3,115149,1,1,2,0,1,2,4,2,2,0,2,7,5,1971,2002,1,1,9,10,3,4,1,1219,0,424,1643,1,4,1,1824,0,0,1824,1,0,2,0,2,1,2,5,6,2,2,739,2,380,48,0,0,0,0,0,6,2007,8,4,283627.86
708,120,3,6240,1,3,3,0,4,0,16,2,2,4,2,8,5,2006,2006,3,1,8,8,2,4,2,863,0,461,1324,1,0,1,1324,0,0,1324,1,0,2,0,2,1,2,6,6,1,2,550,2,192,38,0,0,0,0,0,12,2009,8,4,225023.49
709,60,3,9018,1,0,3,0,4,0,8,2,2,0,5,7,5,2007,2007,3,1,12,13,2,4,2,0,0,728,728,1,0,1,728,728,0,1456,0,0,2,1,3,1,2,8,6,1,2,400,2,100,24,0,0,0,0,0,7,2007,6,5,178008.41
710,20,3,7162,1,0,3,0,4,0,19,2,2,0,2,5,7,1966,1966,1,1,6,6,3,4,2,0,0,876,876,1,4,1,904,0,0,904,0,0,1,0,3,1,3,6,6,0,1,408,2,0,0,0,0,0,0,0,12,2008,8,0,106341.64
711,30,3,4130,1,0,3,0,4,0,3,2,2,0,2,3,6,1935,2003,1,1,12,13,2,4,1,0,0,270,270,1,2,1,729,0,0,729,0,0,1,0,2,1,3,5,1,0,0,0,0,0,0,0,0,0,0,0,7,2008,8,4,65158.0
712,50,0,8712,1,3,1,0,4,1,9,2,2,0,0,4,7,1900,1950,1,1,8,8,3,4,4,0,0,859,859,1,2,1,859,319,0,1178,0,0,1,0,2,1,3,7,6,0,1,384,0,68,0,98,0,0,0,0,1,2010,8,0,110931.5
713,120,3,4671,1,0,1,0,4,0,22,2,2,4,2,8,5,1988,1989,1,1,6,6,2,4,2,767,0,461,1228,1,2,1,1228,0,0,1228,1,0,2,0,2,1,2,5,6,1,2,472,2,168,120,0,0,0,0,0,10,2008,8,4,196917.18
714,190,3,9873,1,3,3,0,4,0,3,6,2,1,2,4,5,1970,1970,1,1,6,6,3,4,1,789,0,171,960,2,4,0,960,0,0,960,1,0,1,0,3,1,3,6,6,0,2,576,2,0,288,0,0,0,0,0,5,2006,8,4,123569.0
715,60,3,13517,1,0,3,0,1,0,19,5,2,0,5,6,8,1976,2005,1,1,6,10,2,4,1,533,0,192,725,1,0,1,725,754,0,1479,0,0,2,1,3,1,2,6,6,0,2,475,2,0,44,0,0,0,0,0,3,2010,8,4,153019.85
716,20,3,10140,1,3,3,0,4,0,14,2,2,0,2,6,5,1974,1974,3,1,6,6,3,4,1,0,0,1064,1064,1,4,1,1350,0,0,1350,0,0,2,0,3,1,3,7,6,1,2,478,2,0,0,0,0,0,0,0,8,2009,8,4,162792.0
717,70,4,10800,1,3,0,0,4,0,17,2,2,0,5,7,8,1890,1998,1,1,13,13,3,2,0,0,0,718,718,1,0,1,1576,978,0,2554,0,0,1,1,3,1,3,8,6,0,2,704,1,0,48,143,0,0,0,0,7,2007,8,4,176766.88
718,20,3,10000,1,3,3,0,4,0,14,2,2,0,2,5,6,1973,2000,1,1,6,6,3,4,1,1084,0,92,1176,1,2,1,1178,0,0,1178,0,1,1,1,3,1,2,5,6,1,2,439,2,224,0,0,0,0,0,0,11,2008,8,4,156008.5
719,60,3,10542,1,3,3,0,4,0,15,2,2,0,5,7,5,1993,1994,3,1,13,7,2,4,2,1173,0,138,1311,1,0,1,1325,1093,0,2418,1,0,2,1,3,1,2,9,6,1,3,983,2,250,154,216,0,0,0,0,8,2008,8,4,283667.37
720,20,3,9920,1,0,3,0,4,0,5,2,2,0,2,5,6,1969,1969,1,1,6,10,3,4,1,523,0,448,971,1,4,1,971,0,0,971,0,0,1,1,3,1,3,5,6,1,1,300,2,0,0,0,0,0,0,0,5,2006,8,4,128915.0
721,120,3,6563,1,0,2,0,1,1,22,2,2,0,2,8,5,1985,1985,1,1,6,6,2,4,2,1148,0,594,1742,1,4,1,1742,0,0,1742,1,0,2,0,2,1,2,5,6,1,2,564,2,114,28,234,0,0,0,0,12,2006,8,4,288560.26
722,120,4,4426,1,3,3,0,4,0,5,2,2,4,2,6,5,2004,2004,1,1,12,13,2,4,2,662,0,186,848,1,0,1,848,0,0,848,1,0,1,0,1,1,2,3,6,0,2,420,2,160,0,0,0,0,0,0,5,2010,8,4,142299.5
723,20,3,8120,1,3,3,0,4,0,12,2,2,0,2,4,7,1970,1970,1,1,8,8,3,2,1,191,0,673,864,1,0,1,864,0,0,864,0,0,1,0,3,1,3,5,6,0,2,463,2,0,0,0,0,0,0,0,7,2009,8,4,117446.6
724,50,3,8172,1,3,3,0,4,0,7,2,2,0,0,4,6,1954,1972,1,1,8,8,3,4,2,0,0,941,941,1,0,1,997,473,0,1470,0,0,2,0,4,1,3,7,6,0,1,548,2,0,0,0,0,156,0,0,5,2008,8,4,135367.14
725,20,3,13286,1,0,3,0,4,0,7,2,2,0,2,9,5,2007,2008,3,1,5,5,0,4,2,1234,0,464,1698,1,0,1,1698,0,0,1698,1,0,2,0,3,1,0,8,6,1,3,768,2,327,64,0,0,0,0,0,2,2009,8,4,314880.93
726,20,3,6960,1,3,3,0,4,0,12,2,2,0,2,4,6,1970,1970,1,1,6,10,3,4,1,375,239,250,864,1,4,1,864,0,0,864,0,0,1,0,3,1,2,5,6,0,2,660,2,96,0,0,0,0,0,500,11,2009,8,4,119312.6
727,20,3,21695,1,0,3,0,0,0,6,2,2,0,2,6,9,1988,2007,3,1,13,10,2,2,1,808,0,72,880,1,0,1,1680,0,0,1680,1,0,2,0,3,1,2,5,6,1,2,540,2,292,44,0,182,0,0,0,12,2009,8,4,223539.45
728,20,3,7314,1,3,3,0,4,0,5,2,2,0,2,7,5,2007,2007,1,1,12,13,2,4,2,724,0,508,1232,1,0,1,1232,0,0,1232,1,0,2,0,2,1,2,6,6,0,2,632,2,132,0,0,0,0,0,0,2,2009,8,4,196144.2
729,90,3,11475,1,3,3,0,0,0,12,2,2,2,2,5,5,1958,1958,1,1,12,13,3,4,1,0,0,1584,1584,1,4,1,1776,0,0,1776,1,0,2,0,4,2,3,9,6,0,3,888,2,0,25,0,0,0,0,0,7,2009,0,0,119465.21
730,30,4,6240,1,3,3,0,4,0,9,2,2,0,0,4,5,1925,1950,1,1,8,8,3,4,1,152,0,628,780,1,4,1,848,0,360,1208,0,0,1,0,2,1,3,5,6,0,2,539,2,0,23,112,0,0,0,0,1,2009,8,4,104768.0
731,120,3,5389,1,0,3,0,4,0,22,2,2,4,2,8,5,1995,1996,1,1,5,5,2,4,2,1180,0,415,1595,1,0,1,1616,0,0,1616,1,0,2,0,2,1,2,5,6,1,2,608,2,237,152,0,0,0,0,0,3,2010,8,4,251699.61
732,80,3,9590,1,0,3,0,0,0,23,2,2,0,7,7,5,2003,2003,1,1,12,13,2,4,2,786,0,82,868,1,0,1,1146,0,0,1146,1,0,2,0,3,1,2,6,6,1,2,438,2,160,22,0,0,0,0,0,5,2007,8,4,182684.0
733,60,3,11404,1,0,3,0,4,0,5,2,2,0,5,7,5,1998,1999,1,1,12,13,2,4,2,252,0,901,1153,1,0,1,1153,878,0,2031,0,0,2,1,3,1,2,8,6,1,2,541,2,192,84,0,0,0,0,0,7,2008,8,4,225220.14
734,20,3,10000,1,3,3,0,0,0,19,1,2,0,2,5,6,1961,1983,3,1,6,6,3,4,1,594,0,270,864,1,0,1,1144,0,0,1144,1,0,1,0,3,1,3,6,6,1,1,264,2,165,0,0,0,0,0,400,3,2009,8,4,130339.5
735,20,3,8978,1,0,3,0,0,0,19,2,2,0,2,5,5,1968,1968,1,1,9,10,3,4,2,0,0,948,948,1,4,1,948,0,0,948,0,0,1,0,3,1,3,6,6,0,1,300,2,147,0,0,0,0,0,0,5,2007,8,3,111344.0
736,75,4,10800,1,3,3,0,4,0,17,2,2,0,4,7,7,1914,1970,1,1,13,14,3,4,0,390,0,490,880,2,1,0,880,888,0,1768,0,0,1,1,2,1,3,6,6,2,2,320,0,0,341,0,0,0,0,0,10,2006,8,4,164630.54
737,90,3,8544,1,3,3,0,4,0,12,2,2,2,2,3,4,1950,1950,1,1,11,11,3,4,1,0,0,0,0,1,2,0,1040,0,0,1040,0,0,2,0,2,2,3,6,6,0,2,400,2,0,0,0,0,0,0,0,7,2006,8,4,91484.0
738,60,3,10463,1,0,1,0,1,0,8,2,2,0,5,8,5,2005,2005,1,1,12,13,2,4,2,0,0,893,893,1,0,1,901,900,0,1801,0,0,2,1,3,1,2,8,6,1,3,800,2,0,116,0,0,0,0,0,6,2006,8,4,236866.3
739,90,3,10800,1,3,3,0,4,0,7,2,2,2,2,5,5,1987,1988,1,1,9,10,3,4,1,1200,0,0,1200,1,4,1,1200,0,0,1200,3,0,3,0,3,1,3,5,6,0,0,0,2,120,0,0,0,0,0,0,3,2009,8,2,169585.37
740,60,3,9313,1,0,3,0,4,0,5,2,2,0,5,7,5,2004,2004,1,1,12,13,2,4,2,0,0,864,864,1,0,1,864,864,0,1728,0,0,2,1,3,1,2,7,6,0,2,572,2,187,56,0,0,0,0,0,4,2009,8,4,193690.0
741,70,4,9600,1,3,3,0,4,0,17,2,2,0,5,5,7,1910,2002,1,1,13,15,3,2,0,0,0,264,264,1,0,1,768,664,0,1432,0,0,2,0,2,1,3,7,6,0,2,360,2,270,0,112,0,0,0,0,5,2007,8,0,136028.51
742,20,3,6768,1,0,3,0,4,0,19,1,2,0,2,6,8,1961,1996,3,1,6,6,3,2,1,832,0,80,912,1,2,1,912,0,0,912,1,1,1,0,3,1,2,5,6,0,1,288,2,168,0,0,0,0,0,0,5,2008,8,4,137093.5
743,20,3,8450,1,3,3,0,4,0,20,2,2,0,2,7,5,2000,2001,1,1,12,13,3,4,2,0,0,1349,1349,1,0,1,1349,0,0,1349,0,0,2,0,3,1,3,6,6,0,2,539,2,120,55,0,0,0,0,0,12,2007,8,4,180642.69
744,80,3,12886,1,0,3,0,4,0,19,2,2,0,7,5,6,1963,1999,1,1,6,6,3,4,1,444,0,76,520,1,0,1,1464,0,0,1464,0,1,2,0,3,1,3,6,3,1,2,480,2,302,0,0,0,100,0,0,10,2009,8,4,169573.05
745,120,3,5395,1,0,1,0,4,0,22,2,2,4,2,8,5,1993,1993,1,1,6,6,2,4,2,733,0,604,1337,1,2,1,1337,0,0,1337,1,0,2,0,2,1,2,5,6,1,2,462,2,96,0,70,168,0,0,0,10,2008,8,4,215461.62
746,60,3,8963,1,0,3,0,4,0,14,2,2,0,5,8,9,1976,1996,3,1,12,13,0,2,1,575,80,487,1142,1,0,1,1175,1540,0,2715,0,1,3,1,4,1,2,11,6,2,2,831,2,0,204,0,0,0,0,0,7,2008,8,4,321935.46
747,60,3,8795,1,0,3,0,4,0,8,2,2,0,5,7,5,2000,2000,1,1,12,13,2,4,2,300,0,652,952,1,0,1,980,1276,0,2256,0,0,2,1,4,1,2,8,6,1,2,554,2,224,54,0,0,0,0,0,4,2009,8,4,237712.4
748,70,4,11700,1,0,3,0,0,0,17,2,2,0,5,7,7,1880,2003,4,1,11,12,2,4,4,0,0,1240,1240,2,4,0,1320,1320,0,2640,0,0,1,1,4,1,2,8,6,1,4,864,0,181,0,386,0,0,0,0,5,2009,8,4,259683.62
749,20,3,10593,1,0,3,0,4,0,15,2,2,0,2,7,5,1996,1996,3,1,12,13,2,4,2,919,0,801,1720,1,0,1,1720,0,0,1720,1,0,2,0,3,1,2,7,6,1,2,527,2,240,56,154,0,0,0,0,3,2010,8,4,248183.78
750,50,3,8405,1,3,3,0,4,0,7,2,2,0,0,4,3,1945,1950,1,1,14,15,3,4,3,0,0,0,0,5,4,0,1088,441,0,1529,0,0,2,0,4,1,3,9,4,0,1,240,0,92,0,185,0,0,0,0,4,2009,8,4,105786.87
751,50,4,8800,1,3,3,0,0,0,17,2,2,0,0,4,7,1910,2004,1,1,13,14,3,4,0,0,0,576,576,1,2,1,792,348,0,1140,0,0,1,0,3,1,3,7,3,0,0,0,0,0,160,0,0,0,0,0,6,2010,8,4,97651.0
752,60,3,7750,1,3,3,0,4,0,8,6,2,0,5,7,5,2003,2003,1,1,12,13,2,4,2,0,0,660,660,1,0,1,660,660,0,1320,0,0,2,1,3,1,2,6,6,0,2,400,2,0,48,0,0,0,0,0,8,2007,8,4,162948.09
753,20,3,9236,1,0,3,0,4,0,5,2,2,0,2,6,5,1997,1997,1,1,12,13,3,2,2,1200,0,279,1479,1,0,1,1494,0,0,1494,1,0,2,0,3,1,2,6,6,0,2,576,2,168,27,0,0,0,0,0,7,2006,8,4,210966.5
754,60,3,10240,1,3,3,0,4,0,16,2,2,0,5,8,5,2005,2005,1,1,12,13,2,4,2,0,0,1030,1030,1,2,1,1038,1060,0,2098,0,0,2,1,3,1,0,8,6,1,3,878,2,192,52,0,0,0,0,0,3,2006,8,4,278429.69
755,20,3,7930,1,3,3,0,4,0,12,2,2,0,2,6,8,1969,2005,1,1,9,10,3,4,1,439,472,115,1026,1,2,1,1026,0,0,1026,1,0,1,0,3,1,2,5,6,0,2,440,2,171,48,0,0,0,0,0,7,2009,8,4,143883.37
756,160,1,3230,1,3,3,0,4,0,21,2,2,4,5,6,5,1999,1999,1,1,8,8,3,4,2,381,0,348,729,1,2,1,742,729,0,1471,0,0,2,1,3,1,3,6,6,0,2,440,2,0,24,0,0,0,0,0,3,2009,8,4,163110.47
757,60,3,10769,1,0,3,0,4,0,5,2,2,0,5,8,5,2007,2007,1,1,12,13,2,4,2,20,0,846,866,1,0,1,866,902,0,1768,0,0,2,1,3,1,2,7,6,0,2,578,2,144,105,0,0,0,0,0,4,2009,8,4,221753.71
758,60,3,11616,1,0,3,0,1,0,19,2,2,0,5,6,5,1978,1978,3,1,6,6,3,4,1,438,0,234,672,1,4,1,672,714,0,1386,0,0,2,1,3,1,3,6,6,1,2,440,2,335,0,0,0,0,0,0,4,2010,8,0,158361.64
759,160,1,2280,1,3,3,0,4,0,21,2,2,3,5,7,5,1999,1999,1,1,8,8,3,4,2,549,0,195,744,1,2,1,757,744,0,1501,0,0,2,1,3,1,3,6,6,0,2,440,2,0,0,0,0,0,0,0,8,2008,8,4,174452.2
760,60,3,12257,1,0,3,0,4,0,15,2,2,0,5,8,5,1995,1995,1,1,12,13,2,4,2,56,64,1198,1318,1,0,1,1328,1203,0,2531,0,0,2,1,4,1,2,9,6,1,3,752,2,222,98,0,0,0,0,0,11,2007,8,4,296222.83
761,20,3,9100,1,3,3,0,4,0,12,2,2,0,2,6,6,1959,1959,3,1,13,14,3,4,1,612,0,252,864,1,0,1,864,0,0,864,0,0,1,0,2,1,3,5,6,0,1,300,2,0,0,0,0,0,0,450,10,2009,8,4,127355.83
762,30,4,6911,1,3,3,0,2,0,3,1,2,0,2,5,5,1924,1950,1,1,13,14,3,4,2,405,0,740,1145,1,4,1,1301,0,0,1301,0,0,1,0,2,1,1,5,2,0,2,440,2,0,0,0,0,0,0,0,10,2009,8,4,111095.0
763,60,1,8640,1,3,3,0,4,0,21,2,2,0,5,7,5,2009,2009,1,1,12,13,3,4,2,24,0,732,756,1,0,1,764,783,0,1547,0,0,2,1,3,1,2,7,6,0,2,614,2,169,45,0,0,0,0,0,6,2010,2,4,208904.73
764,60,3,9430,1,3,3,0,4,0,15,2,2,0,5,8,5,1999,1999,1,1,12,13,2,4,2,1163,0,89,1252,1,0,1,1268,1097,0,2365,1,0,2,1,3,1,2,8,6,1,3,856,2,0,128,0,0,180,0,0,7,2009,8,4,326989.0
765,120,3,9549,1,0,3,0,1,0,24,2,2,4,2,8,5,1995,1996,3,1,3,3,2,2,2,437,1057,0,1494,1,0,1,1494,0,0,1494,1,0,1,1,2,1,0,6,6,1,2,481,2,0,30,0,0,216,0,0,4,2006,8,4,258388.3
766,20,3,14587,1,0,3,0,4,0,21,2,2,0,2,9,5,2008,2008,1,1,12,13,2,4,2,0,0,1498,1498,1,0,1,1506,0,0,1506,0,0,2,0,2,1,0,6,6,1,2,592,2,0,174,0,0,0,0,0,8,2008,6,5,290785.34
767,60,3,10421,1,3,3,0,4,0,14,2,2,0,5,7,5,1988,1988,1,1,6,6,3,4,1,394,0,586,980,1,4,1,980,734,0,1714,0,0,2,1,3,1,3,7,6,1,2,496,2,228,66,156,0,0,0,500,3,2010,8,4,198411.0
768,50,3,12508,1,0,3,0,4,0,11,2,2,0,0,6,7,1940,1985,1,1,12,13,3,4,1,660,0,323,983,1,0,1,983,767,0,1750,1,0,2,0,4,1,3,7,4,0,1,423,2,245,0,156,0,0,0,1300,7,2008,8,4,163443.5
769,20,3,9100,1,3,3,0,4,0,5,2,2,0,2,7,5,2004,2005,3,1,12,13,2,4,2,24,0,1836,1860,1,0,1,1836,0,0,1836,0,0,2,0,3,1,2,8,6,1,2,484,2,120,33,0,0,0,0,0,10,2006,8,4,220171.56
770,60,3,53504,1,1,1,0,1,1,22,2,2,0,5,8,5,2003,2003,3,1,5,15,0,4,2,1416,0,234,1650,1,0,1,1690,1589,0,3279,1,0,3,1,4,1,0,12,4,1,3,841,2,503,36,0,0,210,0,0,6,2010,8,4,475283.24
771,85,3,7252,1,0,3,0,1,0,19,2,2,0,6,5,5,1982,1982,3,1,13,14,3,4,1,685,0,173,858,1,4,1,858,0,0,858,1,0,1,0,2,1,3,5,6,0,2,576,2,120,0,0,0,0,0,0,4,2009,8,4,134916.57
772,20,3,8877,1,3,3,0,4,0,7,2,2,0,2,4,5,1951,1951,1,1,13,14,3,4,1,836,0,0,836,1,4,1,1220,0,0,1220,0,0,1,0,2,1,3,6,6,0,2,396,2,0,0,0,0,0,0,0,4,2006,0,4,111573.5
773,80,3,7819,1,3,3,0,4,0,7,2,2,0,7,6,5,1976,1976,1,1,9,10,3,4,1,422,127,480,1029,1,4,1,1117,0,0,1117,1,0,1,0,3,1,3,6,6,1,2,672,2,144,0,0,0,0,0,0,3,2010,8,0,146518.39
774,20,3,10150,1,3,3,0,4,0,12,1,2,0,2,5,5,1958,1958,1,1,13,14,3,4,1,456,0,456,912,1,0,1,912,0,0,912,0,0,1,0,2,1,3,5,6,0,1,275,2,0,0,0,0,0,0,0,7,2007,0,4,116137.0
775,20,3,14226,1,3,3,0,0,0,16,2,2,0,2,8,5,2006,2006,3,1,12,13,2,4,2,0,0,1935,1935,1,2,1,1973,0,0,1973,0,0,2,0,3,1,2,9,6,1,3,895,2,315,45,0,0,0,0,0,7,2007,6,5,309550.49
776,120,4,4500,1,3,3,0,2,0,11,2,2,4,2,6,5,1998,1998,3,1,12,13,3,4,2,866,0,338,1204,1,0,1,1204,0,0,1204,1,0,2,0,2,1,3,5,6,0,2,412,2,0,247,0,0,0,0,0,6,2009,8,4,162000.0
777,20,3,11210,1,0,3,0,4,0,5,2,2,0,2,7,5,2005,2006,1,1,12,13,2,4,2,20,0,1594,1614,1,0,1,1614,0,0,1614,0,0,2,0,3,1,2,7,6,0,3,865,2,144,59,0,0,0,0,0,7,2006,6,5,227243.87
778,20,3,13350,1,0,3,0,4,0,19,2,2,0,2,5,5,1974,1974,3,1,6,10,3,4,1,762,0,102,864,1,4,1,894,0,0,894,1,0,1,0,3,1,3,5,6,1,2,440,2,241,0,0,0,0,0,0,6,2006,8,4,138129.6
779,90,2,8400,1,3,3,0,4,0,20,1,2,2,2,5,5,1977,1977,1,1,9,10,3,4,3,0,0,0,0,1,4,1,2020,0,0,2020,0,0,2,0,4,2,3,10,6,2,2,630,2,0,0,0,0,0,0,0,10,2007,8,4,146270.2
780,90,3,10530,1,3,3,0,4,0,11,2,2,2,6,6,5,1977,1977,1,1,9,7,3,4,1,975,0,0,975,1,4,1,1004,0,0,1004,1,0,1,0,2,1,3,4,6,0,2,504,2,0,0,0,0,0,0,0,5,2006,8,4,141137.1
781,20,3,7875,1,3,3,0,4,0,8,2,2,0,2,7,5,1995,1996,1,1,6,6,3,4,2,0,0,1237,1237,1,2,1,1253,0,0,1253,0,0,2,0,3,1,3,6,6,1,2,402,2,220,21,0,0,0,0,0,6,2007,8,4,175931.05
782,60,3,7153,1,3,3,0,4,0,20,2,2,0,5,6,5,1992,1992,1,1,12,13,2,2,2,387,0,374,761,1,0,1,810,793,0,1603,0,0,2,1,3,1,2,7,6,0,2,484,2,0,124,0,0,0,0,0,7,2006,8,4,175052.04
783,20,3,16285,1,1,3,0,4,0,5,2,2,0,2,7,5,2001,2002,1,1,12,13,2,4,2,0,0,1413,1413,1,0,1,1430,0,0,1430,0,0,2,0,3,1,2,6,6,0,2,605,2,0,33,0,0,0,0,0,6,2009,8,4,195521.71
784,85,3,9101,1,0,3,0,0,0,11,2,2,0,6,5,6,1978,1978,1,1,9,10,3,2,2,1097,0,0,1097,1,0,1,1110,0,0,1110,1,0,1,0,1,1,2,4,6,1,2,602,2,303,30,0,0,0,0,0,7,2009,8,4,160967.21
785,75,4,6300,1,3,3,0,4,0,17,2,2,0,4,6,6,1914,2001,1,1,13,15,3,4,1,0,0,742,742,1,0,1,742,742,0,1484,0,0,2,0,3,1,3,9,6,1,0,0,2,0,291,134,0,0,0,0,6,2008,8,4,134272.0
786,20,3,9790,1,3,3,0,4,0,14,1,2,0,2,6,5,1967,1967,1,1,3,14,3,4,1,251,630,491,1372,1,4,1,1342,0,0,1342,0,0,2,0,3,1,3,7,6,1,2,457,2,0,0,0,0,197,0,0,9,2009,8,4,162239.0
787,50,4,10800,1,3,3,0,4,0,17,0,2,0,0,5,6,1915,1950,1,1,8,8,3,2,2,686,0,0,686,1,4,1,966,686,0,1652,1,0,2,0,4,1,3,7,6,0,1,416,2,0,0,196,0,0,0,1200,6,2010,8,4,141570.84
788,60,3,10142,1,0,3,0,4,0,20,2,2,0,5,7,5,2004,2004,1,1,12,13,2,4,2,656,0,300,956,1,0,1,956,1128,0,2084,1,0,2,1,4,1,2,8,6,0,2,618,2,0,45,0,0,0,0,0,1,2010,8,4,233654.25
789,20,4,6000,1,3,3,0,0,0,17,2,2,0,2,4,7,1954,2000,1,1,8,8,3,4,1,0,0,901,901,1,0,1,901,0,0,901,0,0,1,0,2,1,3,4,6,0,1,281,2,0,0,0,0,0,0,0,8,2008,8,4,113046.0
790,60,3,12205,1,0,2,0,4,0,4,2,2,0,5,6,8,1966,2007,1,1,6,6,3,4,1,568,0,264,832,1,2,1,976,1111,0,2087,0,0,2,1,5,1,2,9,6,0,2,444,2,133,168,0,0,0,0,0,7,2007,8,4,201154.65
791,120,3,3182,1,3,3,0,4,0,0,2,2,4,2,7,5,2005,2006,1,1,12,13,2,4,2,16,0,1129,1145,1,0,1,1145,0,0,1145,0,0,2,0,2,1,2,5,6,1,2,397,2,100,16,0,0,0,0,0,9,2009,8,4,162263.4
792,80,3,11333,1,0,3,0,0,0,11,2,2,0,7,6,5,1976,1976,1,1,6,6,3,4,2,539,0,490,1029,1,4,1,1062,0,0,1062,1,0,1,0,3,1,3,5,6,2,2,539,2,120,0,0,0,0,0,0,5,2007,8,4,148552.5
793,60,3,9920,1,0,3,0,1,0,15,2,2,0,5,7,5,1996,1997,1,1,8,8,2,4,2,862,0,255,1117,1,0,1,1127,886,0,2013,1,0,2,1,3,1,3,8,6,1,2,455,2,180,130,0,0,0,0,0,6,2007,8,4,251746.88
794,20,3,9158,1,3,3,0,4,0,21,2,2,0,2,8,5,2007,2007,1,1,5,5,2,4,2,0,0,1496,1496,1,0,1,1496,0,0,1496,0,0,2,0,3,1,2,7,6,0,2,474,2,168,130,0,0,0,0,0,6,2007,6,5,227403.76
